cpu power (w)      , gpu power (w), energy use (kwh/year), grid carbon intensity (kg co2/kwh), operational emissions (kg co2), manufacturing emissions (kg co2), disposal emissions (kg co2), operational emissions, predicted_emissions (kg co2)
 7.13              ,          5.44,               459.166,                              0.637,                          0.033,                              100,                          20,    292.488742        ,                    411.64096
 8.15              ,          5.39,               494.739,                              0.637,                          0.036,                              100,                          20,    315.148743        ,                    435.0853
 5.78              ,          5.02,               394.734,                              0.637,                          0.029,                              100,                          20,    251.445558        ,                    371.77753
 6.95              ,          4.92,               433.967,                              0.637,                          0.032,                              100,                          20,    276.436979        ,                    396.26367
 6.17              ,          5.13,               413.246,                              0.637,                          0.03 ,                              100,                          20,    263.237702        ,                    383.19843
 5.39              ,          5.59,               401.66 ,                              0.637,                          0.029,                              100,                          20,    255.85742         ,                    375.81494
 5.27              ,          5.36,               388.967,                              0.637,                          0.028,                              100,                          20,    247.771979        ,                    367.79825
 5.9               ,          5.31,               410.307,                              0.637,                          0.03 ,                              100,                          20,    261.365559        ,                    381.338
 5.66              ,          5.09,               393.582,                              0.637,                          0.029,                              100,                          20,    250.711734        ,                    370.5134
 7.58              ,          5.63,               483.79 ,                              0.637,                          0.035,                              100,                          20,    308.17423         ,                    428.3122
 6.02              ,          4.96,               402.235,                              0.637,                          0.029,                              100,                          20,    256.223695        ,                    376.3911
 6.29              ,          5.35,               426.536,                              0.637,                          0.031,                              100,                          20,    271.703432        ,                    391.9878
 5.96              ,          5.23,               410.161,                              0.637,                          0.03 ,                              100,                          20,    261.272557        ,                    381.20178
 5.69              ,          5.49,               409.91 ,                              0.637,                          0.03 ,                              100,                          20,    261.11267000000004,                    381.1879
 6.08              ,          5.41,               421.394,                              0.637,                          0.031,                              100,                          20,    268.427978        ,                    388.6545
 5.78              ,          5.2 ,               402.805,                              0.637,                          0.029,                              100,                          20,    256.586785        ,                    376.55313
 5.75              ,          5.31,               405.854,                              0.637,                          0.03 ,                              100,                          20,    258.528998        ,                    378.35178
 9.919999999999998 ,          5.16,               553.526,                              0.637,                          0.04 ,                              100,                          20,    352.596062        ,                    471.4541
 7.4               ,          4.92,               452.346,                              0.637,                          0.033,                              100,                          20,    288.144402        ,                    408.19595
 6.74              ,          5.11,               435.216,                              0.637,                          0.032,                              100,                          20,    277.232592        ,                    397.2867
 7.73              ,          4.76,               458.851,                              0.637,                          0.033,                              100,                          20,    292.288087        ,                    412.0917
 7.37              ,          4.8 ,               447.206,                              0.637,                          0.033,                              100,                          20,    284.870222        ,                    405.03326
 9.71              ,         18.4 ,              1033.242,                              0.637,                          0.075,                              100,                          20,    658.175154        ,                    778.24615
 8.99              ,          5.09,               517.692,                              0.637,                          0.038,                              100,                          20,    329.769804        ,                    449.93863
10.46              ,          5.09,               571.901,                              0.637,                          0.042,                              100,                          20,    364.300937        ,                    484.38693
10.97              ,          4.76,               578.685,                              0.637,                          0.042,                              100,                          20,    368.622345        ,                    488.6033
15.74              ,          5.18,               769.833,                              0.637,                          0.056,                              100,                          20,    490.383621        ,                    610.34265
 8.15              ,          4.7 ,               472.998,                              0.637,                          0.034,                              100,                          20,    301.299726        ,                    421.17398
 9.41              ,          4.85,               525.053,                              0.637,                          0.038,                              100,                          20,    334.458761        ,                    454.35593
 6.35              ,          5.07,               420.603,                              0.637,                          0.031,                              100,                          20,    267.924111        ,                    387.78827
 7.13              ,          5.14,               452.036,                              0.637,                          0.033,                              100,                          20,    287.946932        ,                    407.99078
 6.74              ,          5.24,               441.477,                              0.637,                          0.032,                              100,                          20,    281.220849        ,                    401.26736
 6.14              ,          5.15,               416.168,                              0.637,                          0.03 ,                              100,                          20,    265.099016        ,                    384.8341
 9.2               ,          5.19,               530.591,                              0.637,                          0.039,                              100,                          20,    337.986467        ,                    458.00705
 6.41              ,          5.21,               428.578,                              0.637,                          0.031,                              100,                          20,    273.004186        ,                    392.98853
 6.5600000000000005,          5.28,               436.821,                              0.637,                          0.032,                              100,                          20,    278.254977        ,                    398.1737
 9.26              ,          5.39,               540.648,                              0.637,                          0.039,                              100,                          20,    344.392776        ,                    464.01715
 7.37              ,          5.25,               465.863,                              0.637,                          0.034,                              100,                          20,    296.754731        ,                    416.97098
 8.39              ,          5.25,               503.656,                              0.637,                          0.037,                              100,                          20,    320.828872        ,                    440.96216
 6.38              ,          5.33,               432.519,                              0.637,                          0.031,                              100,                          20,    275.514603        ,                    395.5819
 8.45              ,          5.36,               510.229,                              0.637,                          0.037,                              100,                          20,    325.015873        ,                    445.38412
 6.29              ,          5.43,               433.134,                              0.637,                          0.031,                              100,                          20,    275.906358        ,                    395.83286
 5.78              ,          5.28,               408.858,                              0.637,                          0.03 ,                              100,                          20,    260.442546        ,                    380.51724
 6.8               ,          4.91,               433.008,                              0.637,                          0.031,                              100,                          20,    275.826096        ,                    395.66815
 9.05              ,          5.37,               533.367,                              0.637,                          0.039,                              100,                          20,    339.754779        ,                    459.76025
 6.83              ,          5.36,               451.01 ,                              0.637,                          0.033,                              100,                          20,    287.29337         ,                    407.3138
 8.54              ,          5.34,               513.684,                              0.637,                          0.037,                              100,                          20,    327.216708        ,                    447.1442
 6.41              ,          5.5 ,               440.902,                              0.637,                          0.032,                              100,                          20,    280.854574        ,                    401.04318
 6.71              ,          5.01,               433.99 ,                              0.637,                          0.032,                              100,                          20,    276.45163         ,                    396.3143
 6.83              ,          4.83,               431.887,                              0.637,                          0.031,                              100,                          20,    275.11201900000003,                    395.00574
 7.73              ,          5.27,               481.655,                              0.637,                          0.035,                              100,                          20,    306.814235        ,                    426.7364
 8.09              ,          4.98,               484.384,                              0.637,                          0.035,                              100,                          20,    308.552608        ,                    428.65057
 7.550000000000001 ,          5.35,               478.218,                              0.637,                          0.035,                              100,                          20,    304.624866        ,                    424.43973
 7.49              ,          5.2 ,               470.565,                              0.637,                          0.034,                              100,                          20,    299.749905        ,                    419.61865
 9.56              ,          4.88,               535.607,                              0.637,                          0.039,                              100,                          20,    341.181659        ,                    461.4156
 8.15              ,          5.29,               498.654,                              0.637,                          0.036,                              100,                          20,    317.642598        ,                    437.79105
10.73              ,          5.37,               597.512,                              0.637,                          0.043,                              100,                          20,    380.615144        ,                    500.56235
 6.59              ,          5.27,               440.277,                              0.637,                          0.032,                              100,                          20,    280.456449        ,                    400.31732
 6.59              ,          5.21,               438.172,                              0.637,                          0.032,                              100,                          20,    279.115564        ,                    399.01855
 5.96              ,          5.3 ,               418.237,                              0.637,                          0.03 ,                              100,                          20,    266.416969        ,                    386.44727
 6.5600000000000005,          5.56,               450.308,                              0.637,                          0.033,                              100,                          20,    286.846196        ,                    406.82272
 5.9               ,          5.26,               414.756,                              0.637,                          0.03 ,                              100,                          20,    264.199572        ,                    384.02805
 6.59              ,          5.38,               444.985,                              0.637,                          0.032,                              100,                          20,    283.455445        ,                    403.50488
 6.14              ,          4.78,               406.063,                              0.637,                          0.03 ,                              100,                          20,    258.662131        ,                    378.58685
 5.6               ,          5.16,               400.225,                              0.637,                          0.029,                              100,                          20,    254.943325        ,                    375.12933
 6.05              ,          5.08,               414.103,                              0.637,                          0.03 ,                              100,                          20,    263.783611        ,                    383.7883
 7.220000000000001 ,          5.19,               461.854,                              0.637,                          0.034,                              100,                          20,    294.200998        ,                    414.1309
12.86              ,          5.15,               670.451,                              0.637,                          0.049,                              100,                          20,    427.077287        ,                    547.1305
 7.37              ,          5.0 ,               460.622,                              0.637,                          0.033,                              100,                          20,    293.416214        ,                    412.65073
 7.13              ,          4.95,               449.948,                              0.637,                          0.033,                              100,                          20,    286.616876        ,                    406.65634
 8.48              ,          4.99,               501.861,                              0.637,                          0.036,                              100,                          20,    319.685457        ,                    439.1964
 8.6               ,          4.73,               496.783,                              0.637,                          0.036,                              100,                          20,    316.45077100000003,                    436.63672
 9.23              ,          5.0 ,               530.472,                              0.637,                          0.039,                              100,                          20,    337.910664        ,                    457.90927
10.16              ,          5.43,               581.333,                              0.637,                          0.042,                              100,                          20,    370.309121        ,                    490.183
 5.87              ,          4.83,               399.104,                              0.637,                          0.029,                              100,                          20,    254.229248        ,                    374.2159
 5.87              ,          5.21,               413.395,                              0.637,                          0.03 ,                              100,                          20,    263.332615        ,                    383.27667
 5.63              ,          5.1 ,               400.447,                              0.637,                          0.029,                              100,                          20,    255.084739        ,                    375.15747
 6.29              ,          4.68,               409.519,                              0.637,                          0.03 ,                              100,                          20,    260.863603        ,                    380.93484
 9.02              ,          5.11,               527.631,                              0.637,                          0.038,                              100,                          20,    336.100947        ,                    453.83942
12.02              ,          5.1 ,               639.46 ,                              0.637,                          0.046,                              100,                          20,    407.33602         ,                    520.8111
 8.120000000000001 ,          5.24,               499.155,                              0.637,                          0.036,                              100,                          20,    317.961735        ,                    437.65826
 5.6               ,          4.96,               394.652,                              0.637,                          0.029,                              100,                          20,    251.393324        ,                    371.91562
 5.78              ,          5.15,               408.592,                              0.637,                          0.03 ,                              100,                          20,    260.273104        ,                    380.34445
 6.8               ,          4.98,               440.489,                              0.637,                          0.032,                              100,                          20,    280.591493        ,                    400.72336
 7.07              ,          5.13,               456.322,                              0.637,                          0.033,                              100,                          20,    290.677114        ,                    410.24945
 5.75              ,          4.91,               398.832,                              0.637,                          0.029,                              100,                          20,    254.055984        ,                    374.14413
 6.59              ,          5.21,               441.607,                              0.637,                          0.032,                              100,                          20,    281.30365900000004,                    401.38293
 5.93              ,          5.15,               414.778,                              0.637,                          0.03 ,                              100,                          20,    264.213586        ,                    384.3494
 6.05              ,          5.07,               416.391,                              0.637,                          0.03 ,                              100,                          20,    265.24106700000004,                    385.3518
 5.54              ,          4.52,               376.803,                              0.637,                          0.027,                              100,                          20,    240.023511        ,                    360.04425
 5.6               ,          5.08,               400.135,                              0.637,                          0.029,                              100,                          20,    254.885995        ,                    374.64047
 5.75              ,          4.99,               402.495,                              0.637,                          0.029,                              100,                          20,    256.389315        ,                    376.44263
 5.96              ,          5.11,               414.977,                              0.637,                          0.03 ,                              100,                          20,    264.340349        ,                    384.33594
 6.38              ,          5.07,               429.339,                              0.637,                          0.031,                              100,                          20,    273.488943        ,                    393.8323
 6.05              ,          5.12,               418.954,                              0.637,                          0.03 ,                              100,                          20,    266.873698        ,                    386.8933
 6.71              ,          5.4 ,               454.336,                              0.637,                          0.033,                              100,                          20,    289.412032        ,                    409.28775
 6.2               ,          5.07,               422.936,                              0.637,                          0.031,                              100,                          20,    269.410232        ,                    389.39078
 6.02              ,          5.08,               416.672,                              0.637,                          0.03 ,                              100,                          20,    265.420064        ,                    385.44345
 6.41              ,          5.11,               432.556,                              0.637,                          0.031,                              100,                          20,    275.538172        ,                    395.4731
 5.69              ,          4.99,               401.125,                              0.637,                          0.029,                              100,                          20,    255.516625        ,                    375.6041
 5.66              ,          5.3 ,               411.755,                              0.637,                          0.03 ,                              100,                          20,    262.287935        ,                    382.3308
 5.54              ,          5.08,               399.09 ,                              0.637,                          0.029,                              100,                          20,    254.22033         ,                    374.20004
 5.69              ,          4.92,               398.823,                              0.637,                          0.029,                              100,                          20,    254.050251        ,                    374.03162
 5.6               ,          5.36,               412.093,                              0.637,                          0.03 ,                              100,                          20,    262.503241        ,                    382.50644
 6.41              ,          4.71,               418.223,                              0.637,                          0.03 ,                              100,                          20,    266.408051        ,                    386.43478
 7.220000000000001 ,          5.01,               460.094,                              0.637,                          0.033,                              100,                          20,    293.079878        ,                    412.67484
11.330000000000002 ,          4.54,               597.195,                              0.637,                          0.043,                              100,                          20,    380.413215        ,                    500.40543
 7.220000000000001 ,          4.98,               459.216,                              0.637,                          0.033,                              100,                          20,    292.520592        ,                    412.54764
 7.970000000000001 ,          5.06,               490.593,                              0.637,                          0.036,                              100,                          20,    312.507741        ,                    432.57324
 5.96              ,          5.34,               425.573,                              0.637,                          0.031,                              100,                          20,    271.090001        ,                    391.08694
 6.35              ,          5.24,               436.614,                              0.637,                          0.032,                              100,                          20,    278.123118        ,                    398.14813
 6.98              ,          5.18,               458.212,                              0.637,                          0.033,                              100,                          20,    291.881044        ,                    411.71478
 6.05              ,          5.33,               428.937,                              0.637,                          0.031,                              100,                          20,    273.232869        ,                    393.12057
 7.58              ,          4.8 ,               466.757,                              0.637,                          0.034,                              100,                          20,    297.324209        ,                    417.41354
 6.83              ,          5.24,               455.194,                              0.637,                          0.033,                              100,                          20,    289.958578        ,                    410.0513
 5.63              ,          5.67,               426.272,                              0.637,                          0.031,                              100,                          20,    271.535264        ,                    391.46222
 5.63              ,          5.27,               411.295,                              0.637,                          0.03 ,                              100,                          20,    261.994915        ,                    381.7703
 7.279999999999999 ,          5.37,               477.46 ,                              0.637,                          0.035,                              100,                          20,    304.14202         ,                    424.26068
 7.73              ,          5.2 ,               488.165,                              0.637,                          0.035,                              100,                          20,    310.96110500000003,                    430.79636
 7.279999999999999 ,          5.31,               475.459,                              0.637,                          0.035,                              100,                          20,    302.867383        ,                    422.89954
 9.59              ,          5.2 ,               558.694,                              0.637,                          0.041,                              100,                          20,    355.888078        ,                    475.82376
 7.13              ,          5.07,               460.983,                              0.637,                          0.034,                              100,                          20,    293.646171        ,                    413.75882
 7.07              ,          5.35,               469.427,                              0.637,                          0.034,                              100,                          20,    299.02499900000004,                    419.2298
 8.690000000000001 ,          5.06,               519.838,                              0.637,                          0.038,                              100,                          20,    331.136806        ,                    450.9645
 6.47              ,          5.32,               445.862,                              0.637,                          0.032,                              100,                          20,    284.014094        ,                    403.83893
 7.19              ,          5.17,               467.546,                              0.637,                          0.034,                              100,                          20,    297.826802        ,                    417.71454
 6.47              ,          5.07,               436.648,                              0.637,                          0.032,                              100,                          20,    278.14477600000004,                    398.09903
 5.9               ,          5.41,               428.062,                              0.637,                          0.031,                              100,                          20,    272.675494        ,                    392.76657
 6.32              ,          5.26,               438.403,                              0.637,                          0.032,                              100,                          20,    279.262711        ,                    399.23663
 5.54              ,          5.13,               404.062,                              0.637,                          0.029,                              100,                          20,    257.387494        ,                    377.38174
 5.51              ,          5.11,               402.279,                              0.637,                          0.029,                              100,                          20,    256.251723        ,                    376.34015
 6.32              ,          5.36,               442.553,                              0.637,                          0.032,                              100,                          20,    281.90626100000003,                    402.04382
 6.2               ,          4.95,               422.589,                              0.637,                          0.031,                              100,                          20,    269.189193        ,                    389.22665
 5.75              ,          5.33,               420.05 ,                              0.637,                          0.031,                              100,                          20,    267.57185         ,                    387.64948
 5.63              ,          4.61,               388.311,                              0.637,                          0.028,                              100,                          20,    247.354107        ,                    367.23495
 6.2               ,          4.95,               422.934,                              0.637,                          0.031,                              100,                          20,    269.40895800000004,                    389.34805
 5.69              ,          5.03,               406.734,                              0.637,                          0.03 ,                              100,                          20,    259.089558        ,                    379.17554
 5.84              ,          5.11,               415.572,                              0.637,                          0.03 ,                              100,                          20,    264.719364        ,                    384.8558
 6.02              ,          4.9 ,               414.549,                              0.637,                          0.03 ,                              100,                          20,    264.067713        ,                    383.8506
 5.69              ,          4.56,               389.22 ,                              0.637,                          0.028,                              100,                          20,    247.93314         ,                    367.9864
 5.87              ,          5.01,               413.254,                              0.637,                          0.03 ,                              100,                          20,    263.242798        ,                    383.31387
 5.51              ,          5.05,               401.208,                              0.637,                          0.029,                              100,                          20,    255.569496        ,                    375.52106
 6.44              ,          5.17,               441.221,                              0.637,                          0.032,                              100,                          20,    281.057777        ,                    401.2177
 6.08              ,          5.09,               424.614,                              0.637,                          0.031,                              100,                          20,    270.479118        ,                    390.44693
 5.51              ,          5.04,               401.154,                              0.637,                          0.029,                              100,                          20,    255.535098        ,                    375.52625
 6.26              ,          5.08,               431.31 ,                              0.637,                          0.031,                              100,                          20,    274.74447         ,                    394.83603
 5.69              ,          4.96,               405.177,                              0.637,                          0.029,                              100,                          20,    258.097749        ,                    378.01767
 5.8100000000000005,          4.73,               401.101,                              0.637,                          0.029,                              100,                          20,    255.501337        ,                    375.38495
 5.54              ,          5.15,               406.92 ,                              0.637,                          0.03 ,                              100,                          20,    259.20804000000004,                    379.2729
 5.48              ,          5.18,               405.89 ,                              0.637,                          0.03 ,                              100,                          20,    258.55193         ,                    378.00732
 6.14              ,          5.12,               428.851,                              0.637,                          0.031,                              100,                          20,    273.178087        ,                    393.0338
 5.66              ,          5.24,               415.253,                              0.637,                          0.03 ,                              100,                          20,    264.516161        ,                    384.611
 5.42              ,          5.29,               408.125,                              0.637,                          0.03 ,                              100,                          20,    259.975625        ,                    379.98993
 7.01              ,          5.23,               466.553,                              0.637,                          0.034,                              100,                          20,    297.194261        ,                    417.20844
 5.42              ,          4.64,               383.562,                              0.637,                          0.028,                              100,                          20,    244.328994        ,                    364.38837
 6.83              ,          4.67,               438.583,                              0.637,                          0.032,                              100,                          20,    279.37737100000004,                    399.45914
 5.6               ,          5.25,               413.905,                              0.637,                          0.03 ,                              100,                          20,    263.657485        ,                    383.72537
 5.66              ,          5.02,               407.532,                              0.637,                          0.03 ,                              100,                          20,    259.597884        ,                    379.67224
 6.26              ,          5.15,               435.504,                              0.637,                          0.032,                              100,                          20,    277.416048        ,                    397.36926
 5.75              ,          5.01,               410.805,                              0.637,                          0.03 ,                              100,                          20,    261.682785        ,                    381.53915
 5.48              ,          5.21,               408.241,                              0.637,                          0.03 ,                              100,                          20,    260.049517        ,                    380.0089
 5.69              ,          4.99,               407.97 ,                              0.637,                          0.03 ,                              100,                          20,    259.87689         ,                    379.74768
 6.29              ,          4.82,               424.512,                              0.637,                          0.031,                              100,                          20,    270.414144        ,                    390.45242
 5.6               ,          5.13,               410.106,                              0.637,                          0.03 ,                              100,                          20,    261.237522        ,                    381.20844
 7.19              ,          5.16,               472.149,                              0.637,                          0.034,                              100,                          20,    300.758913        ,                    420.70724
 5.8100000000000005,          5.07,               416.061,                              0.637,                          0.03 ,                              100,                          20,    265.030857        ,                    384.90408
 6.83              ,          4.59,               436.828,                              0.637,                          0.032,                              100,                          20,    278.259436        ,                    398.20328
 5.66              ,          4.76,               398.684,                              0.637,                          0.029,                              100,                          20,    253.961708        ,                    374.15106
 5.8100000000000005,          5.24,               422.902,                              0.637,                          0.031,                              100,                          20,    269.388574        ,                    389.3566
 5.69              ,          5.2 ,               416.891,                              0.637,                          0.03 ,                              100,                          20,    265.559567        ,                    385.4619
 5.48              ,          5.33,               413.94 ,                              0.637,                          0.03 ,                              100,                          20,    263.67978         ,                    383.89825
 5.3               ,          4.68,               382.26 ,                              0.637,                          0.028,                              100,                          20,    243.49962         ,                    363.49377
 5.24              ,          5.13,               397.304,                              0.637,                          0.029,                              100,                          20,    253.082648        ,                    373.45987
 6.68              ,          5.12,               452.212,                              0.637,                          0.033,                              100,                          20,    288.059044        ,                    408.11356
 5.9               ,          5.15,               423.583,                              0.637,                          0.031,                              100,                          20,    269.82237100000003,                    389.55667
 6.14              ,          5.02,               427.916,                              0.637,                          0.031,                              100,                          20,    272.582492        ,                    392.63724
 5.54              ,          5.08,               407.32 ,                              0.637,                          0.03 ,                              100,                          20,    259.46284         ,                    379.56815
 6.59              ,          4.65,               431.215,                              0.637,                          0.031,                              100,                          20,    274.683955        ,                    394.5695
 5.63              ,          4.87,               402.935,                              0.637,                          0.029,                              100,                          20,    256.669595        ,                    376.69955
 6.05              ,          5.41,               439.893,                              0.637,                          0.032,                              100,                          20,    280.211841        ,                    400.16785
 5.93              ,          4.97,               418.51 ,                              0.637,                          0.03 ,                              100,                          20,    266.59087         ,                    386.57373
 5.66              ,          5.37,               423.617,                              0.637,                          0.031,                              100,                          20,    269.84402900000003,                    390.02255
 5.42              ,          5.33,               412.975,                              0.637,                          0.03 ,                              100,                          20,    263.06507500000004,                    383.12613
 5.9               ,          5.2 ,               426.536,                              0.637,                          0.031,                              100,                          20,    271.703432        ,                    391.96606
 5.9               ,          5.31,               430.877,                              0.637,                          0.031,                              100,                          20,    274.468649        ,                    394.4103
 5.96              ,          5.51,               440.989,                              0.637,                          0.032,                              100,                          20,    280.909993        ,                    401.05563
 5.75              ,          5.18,               420.341,                              0.637,                          0.031,                              100,                          20,    267.757217        ,                    387.77267
